Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
GUDETAMA HANJUKU DE TANOMUWA,3DS,2015,Action,Rocket Company,,,30000.0,,30000
GUILD 01,3DS,2012,Action,Level 5,,,50000.0,,50000
GUNDAM TRY AGE SP,3DS,2014,Strategy,Namco Bandai Games,,,70000.0,,70000
GUNDAM THE 3D BATTLE,3DS,2011,Action,Namco Bandai Games,,,80000.0,,80000
HAIKYU CROSS TEAM MATCH,3DS,2016,Adventure,Namco Bandai Games,,,40000.0,,40000
HAIKYUU TSUNAGE ITADAKI NO KESHIKI,3DS,2014,Adventure,Namco Bandai Games,,,70000.0,,70000
HANA TO IKIMO NO RITTAI ZUKAN,3DS,2011,Misc,Nintendo,,,40000.0,,40000
HAPPINESSCHARGE PRECURE KAWARUN COLLECTION,3DS,2014,Misc,Namco Bandai Games,,,30000.0,,30000
HAPPY FEET TWO,3DS,2011,Action,Warner Bros. Interactive Entertainment,80000.0,20000.0,,10000.0,110000
HARVEST MOON 3D A NEW BEGINNING,3DS,2012,Action,Marvelous Entertainment,410000.0,170000.0,290000.0,50000.0,910000
HARVEST MOON THE LOST VALLEY,3DS,2014,Simulation,Natsume,120000.0,20000.0,,10000.0,150000
HATSUNE MIKU AND FUTURE STARS PROJECT MIRAI,3DS,2012,Misc,Sega,,,180000.0,,180000
HATSUNE MIKU PROJECT MIRAI 2,3DS,2013,Action,Sega,,,220000.0,,220000
HATSUNE MIKU PROJECT MIRAI DX,3DS,2015,Misc,Sega,150000.0,40000.0,100000.0,20000.0,310000
HEAVY FIRE THE CHOSEN FEW 3D,3DS,2011,Shooter,Mastiff,20000.0,,,,20000
HERO BANK,3DS,2014,Role-Playing,Sega,,,70000.0,,70000
HERO BANK 2,3DS,2014,Role-Playing,Sega,,,50000.0,,50000
HEROES OF RUIN,3DS,2012,Role-Playing,Nintendo,130000.0,70000.0,,20000.0,210000
HOMETOWN STORY,3DS,2013,Role-Playing,Rising Star Games,220000.0,130000.0,40000.0,40000.0,420000
HOPPECHAN MINNA DE ODEKAKE WAKU WAKU HOPPE LAND,3DS,2014,Action,Nippon Columbia,,,70000.0,,70000
HOPPECHAN TSUKUTTE ASONDE PUNIPUNI TOWN,3DS,2013,Action,Nippon Columbia,,,150000.0,,150000
HORRID HENRY THE GOOD THE BAD AND THE BUGLY,3DS,2011,Platform,Asylum Entertainment,,60000.0,,10000.0,70000
HORSE LIFE 4 MY HORSE MY FRIEND MY CHAMPION,3DS,2015,Action,Unknown,,10000.0,,,10000
HORSES 3D,3DS,2012,Misc,Ubisoft,40000.0,,,,40000
HOW TO TRAIN YOUR DRAGON 2,3DS,2014,Adventure,Little Orbit,40000.0,190000.0,,20000.0,250000
HYRULE WARRIORS,3DS,2016,Action,Nintendo,160000.0,120000.0,110000.0,30000.0,420000
IMAGINE FASHION DESIGNER,3DS,2011,Simulation,Ubisoft,100000.0,20000.0,,10000.0,130000
INAZUMA ELEVEN 3,3DS,2013,Role-Playing,Nintendo,,80000.0,,10000.0,90000
INAZUMA ELEVEN GO,3DS,2011,Role-Playing,Nintendo,,50000.0,480000.0,,540000
INAZUMA ELEVEN GO 3 GALAXY,3DS,2013,Sports,Level 5,,,260000.0,,260000
INAZUMA ELEVEN GO 2 CHRONO STONE,3DS,2012,Role-Playing,Level 5,,10000.0,460000.0,,470000
J LEGEND RETSUDEN,3DS,2013,Misc,Namco Bandai Games,,,70000.0,,70000
JAMES NOIRS HOLLYWOOD CRIMES,3DS,2011,Adventure,Ubisoft,70000.0,70000.0,,20000.0,150000
JAWS ULTIMATE PREDATOR,3DS,2011,Action,Majesco Entertainment,110000.0,,,10000.0,120000
JOJOS BIZARRE ADVENTURE ALL STAR BATTLE,3DS,2012,Fighting,Take-Two Interactive,60000.0,,,,60000
KAITOU JOKER TOKI O KOERU KAITOU TO USHINAWARETA HOUSEKI,3DS,2015,Action,Namco Bandai Games,,,10000.0,,10000
KAMEN RIDER TRAVELERS SENKI,3DS,2013,Action,Seventh Chord,,,80000.0,,80000
KEN TO MAHOU TO GAKUEN MONO 3D,3DS,2011,Role-Playing,Acquire,,,60000.0,,60000
KENKA BANCHOU 6 SOUL  BLOOD,3DS,2015,Fighting,Screenlife,,,70000.0,,70000
KID ICARUS UPRISING,3DS,2012,Action,Nintendo,480000.0,350000.0,360000.0,70000.0,1280000
KINGDOM HEARTS 3D DREAM DROP DISTANCE,3DS,2012,Action,Square Enix,880000.0,260000.0,340000.0,90000.0,1580000
KINIRO NO CORDA 3,3DS,2015,Adventure,Tecmo Koei,,,10000.0,,10000
KIRBY PLANET ROBOBOT,3DS,2016,Action,Nintendo,260000.0,100000.0,440000.0,40000.0,850000
KIRBY TRIPLE DELUXE,3DS,2014,Platform,Nintendo,610000.0,340000.0,790000.0,90000.0,1820000
KOBITODZUKAN KOBITO KANSATSU SET,3DS,2012,Misc,Nippon Columbia,,,280000.0,,280000
KOBITODZUKAN KOBITO NO FUSHIGI  JIKKEN SET,3DS,2013,Misc,Nippon Columbia,,,80000.0,,80000
KUMATOMO,3DS,2013,Misc,Namco Bandai Games,,,190000.0,,190000
KUNG FU PANDA SHOWDOWN OF LEGENDARY LEGENDS,3DS,2015,Action,Little Orbit,,20000.0,,,20000
KUROKOS BASKETBALL MIRACLE GAME,3DS,2014,Sports,Namco Bandai Games,,,100000.0,,100000
KUROKOS BASKETBALL TIES TO FUTURE,3DS,2015,Action,Namco Bandai Games,,,80000.0,,80000
KYOKUGEN DASSHUTSU ADV ZENNIN SHIBOUDESU,3DS,2012,Adventure,ChunSoft,,,30000.0,,30000
LEGO BATMAN 2 DC SUPER HEROES,3DS,2012,Action,Warner Bros. Interactive Entertainment,410000.0,270000.0,,60000.0,740000
LEGO CITY UNDERCOVER,3DS,2013,Platform,Nintendo,510000.0,750000.0,70000.0,120000.0,1460000
LEGO FRIENDS,3DS,2013,Action,Warner Bros. Interactive Entertainment,,40000.0,,,50000
LEGO JURASSIC WORLD,3DS,2015,Action,Warner Bros. Interactive Entertainment,310000.0,220000.0,30000.0,50000.0,600000
LEGO LEGENDS OF CHIMA LAVALS JOURNEY,3DS,2013,Adventure,Warner Bros. Interactive Entertainment,180000.0,100000.0,,30000.0,310000
LEGO MARVEL SUPER HEROES,3DS,2013,Action,Warner Bros. Interactive Entertainment,420000.0,360000.0,40000.0,70000.0,890000
LEGO MARVELS AVENGERS,3DS,2016,Action,Warner Bros. Interactive Entertainment,70000.0,80000.0,10000.0,10000.0,180000
LEGO NINJAGO SHADOW OF RONIN,3DS,2015,Action,Warner Bros. Interactive Entertainment,50000.0,100000.0,40000.0,10000.0,210000
LEGO PIRATES OF THE CARIBBEAN THE VIDEO GAME,3DS,2011,Action,Disney Interactive Studios,290000.0,280000.0,,60000.0,620000
LEGO STAR WARS III THE CLONE WARS,3DS,2011,Action,LucasArts,610000.0,430000.0,,90000.0,1130000
LEGO THE HOBBIT,3DS,2014,Action,Warner Bros. Interactive Entertainment,90000.0,130000.0,,20000.0,240000
LEGO THE LORD OF THE RINGS,3DS,2012,Action,Warner Bros. Interactive Entertainment,190000.0,170000.0,,30000.0,390000
LANGRISSER REINCARNATION TENSEI,3DS,2015,Role-Playing,Extreme Entertainment Group,20000.0,,10000.0,,30000
LEGO BATMAN 3 BEYOND GOTHAM,3DS,2014,Action,Warner Bros. Interactive Entertainment,210000.0,210000.0,,40000.0,450000
LEGO STAR WARS THE FORCE AWAKENS,3DS,2016,Action,Warner Bros. Interactive Entertainment,20000.0,40000.0,,,70000
LITTLE BATTLERS EXPERIENCE W,3DS,2013,Role-Playing,Level 5,,,100000.0,,100000
LITTLE BATTLERS EXPERIENCE BAKU BOOST,3DS,2012,Action,Nintendo,,,210000.0,,210000
LITTLE BATTLERS EXPERIENCE WARS,3DS,2013,Strategy,Level 5,,,130000.0,,130000
LORD OF MAGNA MAIDEN HEAVEN,3DS,2014,Role-Playing,Marvelous Entertainment,,,60000.0,,60000
LOST HEROES,3DS,2012,Role-Playing,Namco Bandai Games,,,90000.0,,90000
LOST HEROES 2,3DS,2015,Action,Namco Bandai Games,,,70000.0,,70000
LUIGIS MANSION DARK MOON,3DS,2013,Action,Nintendo,1780000.0,1390000.0,1100000.0,300000.0,4580000
MADDEN NFL FOOTBALL,3DS,2011,Sports,Electronic Arts,360000.0,10000.0,,30000.0,390000
MAGI ARATANARU SEKAI,3DS,2014,Role-Playing,Namco Bandai Games,,,60000.0,,60000
MAGI THE LABYRINTH OF BEGINNING,3DS,2013,Role-Playing,Namco Bandai Games,,,70000.0,,70000
MAGICIANS QUEST TOWN OF MAGIC,3DS,2012,Simulation,Konami Digital Entertainment,,,210000.0,,210000
MAHJONG 3D WARRIORS OF THE EMPEROR,3DS,2011,Misc,DTP Entertainment,,40000.0,,10000.0,50000
MAHJONG CUB3D,3DS,2011,Puzzle,Sunsoft,70000.0,,20000.0,,90000
MAME GOMA SHIRO TO KURO NO MEIKYUU,3DS,2012,Action,Nippon Ichi Software,,,30000.0,,30000
MARIO  LUIGI DREAM TEAM,3DS,2013,Role-Playing,Nintendo,890000.0,570000.0,460000.0,130000.0,2060000
MARIO  LUIGI PAPER JAM,3DS,2015,Role-Playing,Nintendo,160000.0,300000.0,250000.0,40000.0,740000
MARIO  LUIGI PAPER JAM  MARIO KART 7 DOUBLE PACK,3DS,2015,Misc,Nintendo,,,10000.0,,10000
MARIO  SONIC AT THE LONDON 2012 OLYMPIC GAMES,3DS,2012,Sports,Sega,180000.0,640000.0,270000.0,100000.0,1190000
MARIO  SONIC AT THE RIO 2016 OLYMPIC GAMES,3DS,2016,Action,Nintendo,40000.0,160000.0,240000.0,10000.0,460000
MARIO GOLF WORLD TOUR,3DS,2014,Sports,Nintendo,150000.0,140000.0,170000.0,30000.0,480000
MARIO KART 7,3DS,2011,Racing,Nintendo,4740000.0,3910000.0,2670000.0,890000.0,12210000
MARIO PARTY ISLAND TOUR,3DS,2013,Misc,Nintendo,610000.0,590000.0,550000.0,110000.0,1850000
MARIO TENNIS OPEN,3DS,2012,Sports,Nintendo,260000.0,290000.0,330000.0,50000.0,940000
MARIO VS DONKEY KONG TIPPING STARS,3DS,2015,Puzzle,Nintendo,,,60000.0,,60000
MARVEL SUPER HERO SQUAD THE INFINITY GAUNTLET,3DS,2011,Action,THQ,70000.0,20000.0,,10000.0,100000
MEDABOTS 8,3DS,2014,Role-Playing,Rocket Company,,,70000.0,,70000
MEDABOTS 9 METABEE  ROKUSHO,3DS,2015,Role-Playing,Rocket Company,,,30000.0,,30000
MEDABOTS DUAL KABUTO  KUWAGATA,3DS,2013,Role-Playing,Rocket Company,,,80000.0,,80000
MEDABOTS GIRLS MISSION METABEE VER  ROKUSHO VER,3DS,2016,Role-Playing,Rocket Company,,,30000.0,,30000
MEDALOT 7,3DS,2012,Action,Rocket Company,,,130000.0,,130000
MEDAROT 9 KABUTO VER  KUWAGATA VER,3DS,2015,Role-Playing,Rocket Company,,,30000.0,,30000
MEGA MAN LEGACY COLLECTION,3DS,2016,Platform,Capcom,130000.0,,50000.0,20000.0,200000
METAL GEAR SOLID SNAKE EATER 3D,3DS,2012,Action,Konami Digital Entertainment,150000.0,110000.0,100000.0,20000.0,380000
METAL MAX 4 GEKKOU NO DIVA,3DS,2013,Role-Playing,Kadokawa Shoten,,,60000.0,,60000
METROID PRIME FEDERATION FORCE,3DS,2016,Action,Nintendo,20000.0,10000.0,10000.0,,30000
MICHAEL JACKSON THE EXPERIENCE 3D,3DS,2011,Misc,Ubisoft,130000.0,30000.0,,10000.0,170000
MINNA NO ENNICHI,3DS,2012,Action,Namco Bandai Games,,,50000.0,,50000
MODEL  OSHARE AUDITION DREAM GIRL,3DS,2013,Misc,Alchemist,,,70000.0,,70000
MONSTER HIGH 13 WISHES,3DS,2013,Action,Little Orbit,,20000.0,,,20000
MONSTER HIGH NEW GHOUL IN SCHOOL,3DS,2015,Action,Little Orbit,,30000.0,,,40000
MONSTER HUNTER 4,3DS,2013,Role-Playing,Capcom,,,3440000.0,,3440000
MONSTER HUNTER 4 ULTIMATE,3DS,2014,Role-Playing,Nintendo,670000.0,490000.0,2620000.0,110000.0,3890000
MONSTER HUNTER DIARY POKA POKA AIROU VILLAGE DX,3DS,2015,Action,Capcom,,,140000.0,,140000
MONSTER HUNTER TRI,3DS,2011,Role-Playing,Nintendo,460000.0,290000.0,1960000.0,70000.0,2790000
MONSTER HUNTER X,3DS,2015,Action,Capcom,250000.0,190000.0,2780000.0,40000.0,3260000
MONSTER STRIKE 3DS,3DS,2015,Action,"mixi, Inc",,,860000.0,,860000
MOSHI MONSTERS KATSUMA UNLEASHED,3DS,2013,Action,Activision,30000.0,40000.0,,,70000
MOSHI MONSTERS MOSHLINGS THEME PARK,3DS,2012,Misc,Activision,130000.0,130000.0,,30000.0,280000
MUSHI BUGYOU,3DS,2013,Action,Namco Bandai Games,,,10000.0,,10000
MY HERO ACADEMIA BATTLE FOR ALL,3DS,2016,Action,Namco Bandai Games,,,30000.0,,30000
NASCAR UNLEASHED,3DS,2011,Racing,Activision,180000.0,,,10000.0,190000
NCIS 3D,3DS,2011,Adventure,Ubisoft,60000.0,40000.0,,10000.0,110000
NANO ASSAULT,3DS,2011,Shooter,Majesco Entertainment,80000.0,,,10000.0,80000
NARUTO SHIPPUDEN 3D THE NEW ERA,3DS,2011,Action,505 Games,,40000.0,60000.0,10000.0,110000
NARUTO POWERFUL SHIPPUDEN,3DS,2012,Platform,Namco Bandai Games,80000.0,20000.0,40000.0,10000.0,150000
NAZO WAKU YAKATA OTO NO MA NI MA NI,3DS,2011,Misc,Capcom,,,50000.0,,50000
NAZOTOKI BATTLE TORE DENSETSU NO MAKYUU O FUKKATSU SASEYO,3DS,2014,Action,Namco Bandai Games,,,60000.0,,60000
NEED FOR SPEED THE RUN,3DS,2011,Action,Electronic Arts,90000.0,90000.0,,20000.0,190000
NEKKETSU KOUHA KUNIOKUN SP RANTOU KYOUSOUKYOKU,3DS,2013,Fighting,Arc System Works,,,30000.0,,30000
NEW ATELIER RORONA HAJIMARI NO MONOGATARI,3DS,2015,Action,Tecmo Koei,,,20000.0,,20000
NEW LOVE PLUS,3DS,2012,Simulation,Konami Digital Entertainment,,,190000.0,,190000
NEW PRINCE OF TENNIS GO TO THE TOP,3DS,2015,Action,FuRyu,,,50000.0,,50000
NEW SUPER MARIO BROS 2,3DS,2012,Platform,Nintendo,3660000.0,3070000.0,2470000.0,630000.0,9820000
NICOLA KANSHUU MODEL  OSHARE AUDITION 2,3DS,2011,Action,Alchemist,,,60000.0,,60000
NICOLA KANSHUU MODEL OSHARE  AUDITION PLATINA,3DS,2012,Action,Alchemist,,,80000.0,,80000
NIKO PUCHI GIRLS RUNWAY,3DS,2015,Misc,Happinet,,,20000.0,,20000
NIKOLIS PENCIL PUZZLE,3DS,2011,Puzzle,Hudson Soft,50000.0,30000.0,,10000.0,80000
NINTENDO PRESENTS NEW STYLE BOUTIQUE 2  FASHION FORWARD,3DS,2015,Misc,Nintendo,10000.0,610000.0,20000.0,40000.0,690000
NINTENDOGS  CATS,3DS,2011,Simulation,Nintendo,1440000.0,1370000.0,730000.0,270000.0,3810000
NINTENDOGS AND CATS GOLDEN RETRIEVER AND NEW FRIENDS,3DS,2011,Action,Nintendo,,10000.0,,,10000
NOBUNAGAS AMBITION 3DS,3DS,2013,Simulation,Tecmo Koei,,,40000.0,,40000
NOBUNAGAS AMBITION II,3DS,2015,Strategy,Tecmo Koei,,,40000.0,,40000
ONE PIECE UNLIMITED CRUISE SP,3DS,2011,Action,Namco Bandai Games,,,300000.0,,300000
ONE PIECE DAIKAIZOKU COLISEUM,3DS,2016,Fighting,Namco Bandai Games,,,10000.0,,10000
ONE PIECE ROMANCE DAWN  BOUKEN NO YOAKE,3DS,2013,Fighting,Namco Bandai Games,,,80000.0,,80000
ONE PIECE SUPER GRAND BATTLE X,3DS,2014,Fighting,Namco Bandai Games,,,120000.0,,120000
ONE PIECE UNLIMITED WORLD RED,3DS,2013,Action,Namco Bandai Games,50000.0,40000.0,280000.0,10000.0,380000
ONNA NO KO TO MISSHITSU NI ITARA SHICHAU KAMOSHIRENAI,3DS,2012,Adventure,D3Publisher,,,30000.0,,30000
ORDER UP,3DS,2011,Action,Funbox Media,,10000.0,,,10000
OUCHI MAINICHI TAMAGOTCHI,3DS,2012,Action,Namco Bandai Games,,,90000.0,,90000
OUTDOORS UNLEASHED AFRICA 3D,3DS,2011,Sports,Mastiff,10000.0,,,,10000
OUTDOORS UNLEASHED ALASKA 3D,3DS,2011,Sports,Mastiff,10000.0,,,,10000
PACMAN AND THE GHOSTLY ADVENTURES,3DS,2013,Platform,Namco Bandai Games,50000.0,40000.0,,10000.0,90000
PACMAN  GALAGA DIMENSIONS,3DS,2011,Misc,Namco Bandai Games,100000.0,40000.0,40000.0,10000.0,190000
PACMAN PARTY 3D,3DS,2011,Misc,Namco Bandai Games,90000.0,40000.0,,10000.0,150000
PACMAN AND THE GHOSTLY ADVENTURES 2,3DS,2014,Adventure,Namco Bandai Games,30000.0,50000.0,,10000.0,80000
PACHIPARA 3D,3DS,2011,Misc,Irem Software Engineering,,,20000.0,,20000
PACHIPARA 3D OOUMI MONOGATARI 2  PACHI PRO FUUUNROKU HANA,3DS,2012,Action,Irem Software Engineering,,,20000.0,,20000
PADDINGTON ADVENTURES IN LONDON,3DS,2015,Puzzle,Koch Media,,40000.0,,,40000
PAPER MARIO STICKER STAR,3DS,2012,Role-Playing,Nintendo,1120000.0,390000.0,640000.0,120000.0,2270000
PENGUINS OF MADAGASCAR,3DS,2014,Action,Namco Bandai Games,,60000.0,,,70000
PERSONA Q SHADOW OF THE LABYRINTH,3DS,2014,Role-Playing,Nippon Ichi Software,330000.0,70000.0,270000.0,40000.0,710000
PETZ FANTASY 3D,3DS,2011,Simulation,Ubisoft,70000.0,,,,70000
PHOENIX WRIGHT ACE ATTORNEY  DUAL DESTINIES,3DS,2013,Adventure,Capcom,,,380000.0,,380000
PHOENIX WRIGHT ACE ATTORNEY TRILOGY,3DS,2014,Adventure,Capcom,,,20000.0,,20000
PICROSS 3D 2,3DS,2015,Puzzle,Nintendo,,,110000.0,,110000
PILOTWINGS RESORT,3DS,2011,Simulation,Nintendo,400000.0,360000.0,130000.0,70000.0,960000
PINBALL HALL OF FAME THE WILLIAMS COLLECTION,3DS,2011,Misc,Crave Entertainment,90000.0,,,10000.0,100000
POCKET SOCCER LEAGUE CALCIOBIT,3DS,2012,Sports,Nintendo,,,110000.0,,110000
POKEMON ART ACADEMY,3DS,2014,Misc,Nintendo,180000.0,120000.0,160000.0,30000.0,490000
POKEMON MYSTERY DUNGEON GATES TO INFINITY,3DS,2012,Role-Playing,Nintendo,440000.0,300000.0,470000.0,60000.0,1270000
POKEMON OMEGA RUBYPOKEMON ALPHA SAPPHIRE,3DS,2014,Role-Playing,Nintendo,4230000.0,3370000.0,3080000.0,650000.0,11330000
POKEMON RUMBLE BLAST,3DS,2011,Action,Nintendo,470000.0,260000.0,350000.0,70000.0,1140000
POKEMON RUMBLE WORLD,3DS,2015,Action,Nintendo,,10000.0,80000.0,,90000
POKEMON SUPER MYSTERY DUNGEON,3DS,2015,Role-Playing,Nintendo,460000.0,310000.0,330000.0,80000.0,1190000
POKEMON XPOKEMON Y,3DS,2013,Role-Playing,Nintendo,5170000.0,4050000.0,4340000.0,790000.0,14350000
POWER RANGERS SUPER MEGAFORCE,3DS,2014,Action,Namco Bandai Games,10000.0,10000.0,,,30000
POYO POYO KANSATSU NIKKI,3DS,2012,Action,IE Institute,,,20000.0,,20000
PRETTY RHYTHM RAINBOW LIVE KIRA KIRA MY  DESIGN,3DS,2013,Misc,Takara Tomy,,,80000.0,,80000
PRETTY RHYTHM MY DECO RAINBOW WEDDING,3DS,2013,Misc,Takara Tomy,,,80000.0,,80000
PRIPARA  PRETTY RHYTHM PRIPARA DE TSUKAERU OSHARE ITEM 1450,3DS,2015,Action,Namco Bandai Games,,,30000.0,,30000
PRIPARA MEZASE IDOL GRAND PRIX NO1,3DS,2015,Misc,Takara Tomy,,,110000.0,,110000
PRO EVOLUTION SOCCER 2011 3D,3DS,2011,Sports,Konami Digital Entertainment,110000.0,130000.0,110000.0,20000.0,380000
PRO EVOLUTION SOCCER 2012,3DS,2011,Action,Konami Digital Entertainment,20000.0,,,,30000
PRO EVOLUTION SOCCER 2013,3DS,2012,Sports,Konami Digital Entertainment,50000.0,20000.0,100000.0,10000.0,180000
PRO EVOLUTION SOCCER 2014,3DS,2013,Action,Konami Digital Entertainment,,,190000.0,,190000
PRO YAKY SPIRITS 2011,3DS,2011,Sports,Konami Digital Entertainment,,,70000.0,,70000
PRO YAKYUU FAMISTA 2011,3DS,2011,Sports,Namco Bandai Games,,,60000.0,,60000
PROFESSOR LAYTON AND THE AZRAN LEGACY,3DS,2013,Puzzle,Nintendo,,480000.0,250000.0,60000.0,780000
PROFESSOR LAYTON AND THE MASK OF MIRACLE,3DS,2011,Puzzle,Nintendo,320000.0,950000.0,360000.0,140000.0,1780000
PROFESSOR LAYTON VS PHOENIX WRIGHT ACE ATTORNEY,3DS,2012,Puzzle,Level 5,200000.0,260000.0,300000.0,40000.0,810000
PROJECT X ZONE,3DS,2012,Role-Playing,Namco Bandai Games,180000.0,40000.0,150000.0,20000.0,390000
PROJECT X ZONE 2 BRAVE NEW WORLD,3DS,2015,Role-Playing,Namco Bandai Games,40000.0,40000.0,80000.0,10000.0,170000
PUPPIES 3D,3DS,2011,Misc,Ubisoft,80000.0,40000.0,,10000.0,130000
PUYO PUYO TETRIS,3DS,2014,Puzzle,Sega,,,110000.0,,110000
PUYO PUYO 20TH ANNIVERSARY,3DS,2011,Puzzle,Sega,,,130000.0,,130000
PUZZLE  DRAGONS,3DS,2013,Role-Playing,GungHo,,,1510000.0,,1510000
PUZZLE  DRAGONS X GOD CHAPTER  DRAGON CHAPTER,3DS,2016,Action,GungHo,,,200000.0,,200000
PUZZLE  DRAGONS Z  SUPER MARIO BROS EDITION,3DS,2015,Puzzle,Nintendo,50000.0,50000.0,340000.0,10000.0,460000
PUZZLER MIND GYM 3D,3DS,2011,Puzzle,Ubisoft,70000.0,,,,80000
RAVING RABBIDS TRAVEL IN TIME 3D,3DS,2011,Platform,Ubisoft,110000.0,230000.0,,40000.0,380000
RAYMAN 3D,3DS,2011,Platform,Ubisoft,230000.0,350000.0,,60000.0,640000
RAYMAN ORIGINS,3DS,2012,Platform,Ubisoft,60000.0,80000.0,,10000.0,150000
REEL FISHING PARADISE 3D,3DS,2011,Sports,Marvelous Interactive,120000.0,,60000.0,10000.0,190000
RESIDENT EVIL REVELATIONS,3DS,2012,Action,Capcom,300000.0,220000.0,300000.0,50000.0,880000
RESIDENT EVIL THE MERCENARIES 3D,3DS,2011,Action,Capcom,160000.0,170000.0,130000.0,30000.0,490000
RETURN TO POPOLOCROIS A STORY OF SEASONS FAIRYTALE,3DS,2015,Simulation,Marvelous Entertainment,40000.0,,100000.0,10000.0,150000
RHYTHM HEAVEN THE BEST,3DS,2015,Misc,Nintendo,,,710000.0,,710000
RHYTHM THIEF  THE EMPERORS TREASURE,3DS,2012,Misc,Sega,70000.0,70000.0,120000.0,10000.0,270000
RIDGE RACER 3D,3DS,2011,Racing,Namco Bandai Games,190000.0,150000.0,120000.0,30000.0,500000
RIDING STABLES THE WHITAKERS PRESENT MILTON AND FRIENDS,3DS,2011,Sports,DTP Entertainment,,40000.0,,,40000
RODEA THE SKY SOLDIER,3DS,2015,Action,Nippon Ichi Software,30000.0,,,,40000
ROMANCE OF THE THREE KINGDOMS 3DS,3DS,2013,Strategy,Tecmo Koei,,,30000.0,,30000
ROMANCE OF THE THREE KINGDOMS II,3DS,2015,Strategy,Tecmo Koei,,,30000.0,,30000
RUNE FACTORY 4,3DS,2012,Role-Playing,Xseed Games,310000.0,,210000.0,30000.0,550000
SD GUNDAM G GENERATION 3D,3DS,2011,Role-Playing,Namco Bandai Games,,,160000.0,,160000
SAMURAI WARRIORS CHRONICLES,3DS,2011,Action,Tecmo Koei,120000.0,50000.0,200000.0,10000.0,390000
SAMURAI WARRIORS CHRONICLES 2ND,3DS,2012,Action,Ubisoft Annecy,,,100000.0,,100000
SAMURAI WARRIORS CHRONICLES 3,3DS,2014,Action,Tecmo Koei,,,80000.0,,80000
SCRIBBLENAUTS UNMASKED A DC COMICS ADVENTURE,3DS,2013,Puzzle,Warner Bros. Interactive Entertainment,90000.0,,,10000.0,100000
SCRIBBLENAUTS UNLIMITED,3DS,2012,Action,Warner Bros. Interactive Entertainment,550000.0,10000.0,,40000.0,600000
SEISOU NO AMAZONES,3DS,2013,Role-Playing,Arc System Works,,,10000.0,,10000
SENRAN KAGURA 2 DEEP CRIMSON,3DS,2014,Action,Marvelous Entertainment,90000.0,30000.0,80000.0,10000.0,210000
SENRAN KAGURA BURST GUREN NO SHJOTACHI,3DS,2012,Action,Marvelous Entertainment,,,140000.0,,140000
SENRAN KAGURA SHJOTACHI NO SHINEI,3DS,2011,Action,Marvelous Interactive,,,160000.0,,160000
SENTOUCHU DENSETSU NO SHINOBI TO SURVIVAL BATTLE,3DS,2013,Action,Namco Bandai Games,,,350000.0,,350000
SHANTAE AND THE PIRATES CURSE,3DS,2015,Platform,Intergrow,,,30000.0,,30000
SHIN MEGAMI TENSEI IV,3DS,2013,Role-Playing,Atlus,280000.0,,270000.0,20000.0,570000
SHIN MEGAMI TENSEI IV FINAL,3DS,2016,Role-Playing,Deep Silver,30000.0,,140000.0,,170000
SHIN MEGAMI TENSEI DEVIL SUMMONER  SOUL HACKERS,3DS,2012,Role-Playing,Atlus,130000.0,20000.0,140000.0,10000.0,300000
SHIN MEGAMI TENSEI DEVIL SURVIVOR 2,3DS,2015,Role-Playing,Atlus,,30000.0,90000.0,,120000
SHIN MEGAMI TENSEI DEVIL SURVIVOR OVERCLOCKED,3DS,2011,Role-Playing,Ghostlight,280000.0,10000.0,60000.0,20000.0,380000
SHINOBI,3DS,2011,Platform,Sega,140000.0,70000.0,,20000.0,220000
SHOVEL KNIGHT,3DS,2015,Platform,Yacht Club Games,70000.0,40000.0,10000.0,10000.0,130000
SKYLANDERS GIANTS,3DS,2012,Action,Activision,120000.0,10000.0,,10000.0,140000
SKYLANDERS SWAP FORCE,3DS,2013,Platform,Activision,100000.0,120000.0,,20000.0,240000
SKYLANDERS SPYROS ADVENTURE,3DS,2011,Action,Activision,320000.0,200000.0,,50000.0,570000
SKYLANDERS SUPERCHARGERS,3DS,2015,Action,Activision,50000.0,60000.0,,10000.0,110000
SKYLANDERS TRAP TEAM,3DS,2014,Action,Activision,140000.0,100000.0,,20000.0,260000
SLIME MORIMORI DRAGON QUEST 3 TAIKAIZOKU TO SHIPPO DAN,3DS,2011,Role-Playing,Square Enix,,,130000.0,,130000
SMILE PRECURE LETS GO MARCHEN WORLD,3DS,2012,Action,Namco Bandai Games,,,60000.0,,60000
SONIPRO,3DS,2014,Adventure,imageepoch Inc.,,,10000.0,,10000
SONIC  ALLSTARS RACING TRANSFORMED,3DS,2012,Racing,Sega,120000.0,150000.0,,20000.0,290000
SONIC BOOM FIRE  ICE,3DS,2016,Platform,Sega,30000.0,,,,30000
SONIC BOOM SHATTERED CRYSTAL,3DS,2014,Action,Sega,170000.0,90000.0,,30000.0,290000
SONIC GENERATIONS,3DS,2011,Platform,Sega,440000.0,460000.0,10000.0,90000.0,1010000
SONIC LOST WORLD,3DS,2013,Platform,Sega,240000.0,150000.0,70000.0,30000.0,490000
SOUSAKU ALICE TO OUJISAMA,3DS,2015,Simulation,Happinet,,,10000.0,,10000
SPIDERMAN EDGE OF TIME,3DS,2011,Action,Activision,80000.0,30000.0,,10000.0,120000
