Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
MADDEN NFL 2001,PS,2000,Sports,Electronic Arts,1580000.0,50000.0,,40000.0,1670000
MADDEN NFL 2002,PS,2001,Sports,Electronic Arts,780000.0,530000.0,,90000.0,1390000
MADDEN NFL 97,PS,1996,Sports,Electronic Arts,730000.0,500000.0,,90000.0,1320000
MADDEN NFL 98,PS,1997,Sports,Electronic Arts,1290000.0,30000.0,,30000.0,1350000
MADDEN NFL 99,PS,1998,Sports,Electronic Arts,1660000.0,40000.0,,40000.0,1740000
MAGIC CARPET,PS,1995,Shooter,Electronic Arts,30000.0,20000.0,,,50000
MAGIC THE GATHERING  BATTLEMAGE,PS,1997,Strategy,Acclaim Entertainment,70000.0,50000.0,,10000.0,120000
MARIE NO ATELIER SALBURG NO RENKINJUTSUSHI,PS,1997,Role-Playing,Gust,,,230000.0,20000.0,250000
MARTIAN GOTHIC UNIFICATION,PS,2001,Adventure,Take-Two Interactive,60000.0,40000.0,,10000.0,110000
MARVEL SUPER HEROES,PS,1997,Fighting,Virgin Interactive,190000.0,130000.0,,20000.0,340000
MARVEL SUPER HEROES VS STREET FIGHTER,PS,1998,Fighting,Virgin Interactive,140000.0,100000.0,,20000.0,260000
MARVEL VS CAPCOM CLASH OF SUPER HEROES,PS,1999,Fighting,Capcom,430000.0,300000.0,,50000.0,780000
MARYKATE AND ASHLEY CRUSH COURSE,PS,2001,Action,Acclaim Entertainment,80000.0,50000.0,,10000.0,140000
MARYKATE AND ASHLEY MAGICAL MYSTERY MALL,PS,2000,Adventure,Acclaim Entertainment,360000.0,240000.0,,40000.0,650000
MARYKATE AND ASHLEY WINNERS CIRCLE,PS,2001,Action,Acclaim Entertainment,80000.0,50000.0,,10000.0,140000
MASS DESTRUCTION,PS,1997,Shooter,BMG Interactive Entertainment,60000.0,40000.0,,10000.0,110000
MASTER OF MONSTERS DISCIPLES OF GAIA,PS,1997,Strategy,Agetec,20000.0,10000.0,,,30000
MAT HOFFMANS PRO BMX,PS,2001,Sports,Activision,300000.0,200000.0,,40000.0,540000
MAXIMUM FORCE,PS,1997,Shooter,GT Interactive,60000.0,40000.0,,10000.0,110000
MCGRATH VS PASTRANA FREESTYLE MOTOCROSS,PS,2000,Racing,Acclaim Entertainment,140000.0,100000.0,,20000.0,260000
MECHWARRIOR 2 31ST CENTURY COMBAT,PS,1997,Simulation,Activision,200000.0,140000.0,,20000.0,360000
MEDAL OF HONOR,PS,1998,Shooter,Electronic Arts,1440000.0,1090000.0,,140000.0,2670000
MEDAL OF HONOR UNDERGROUND,PS,2000,Shooter,Electronic Arts,540000.0,370000.0,,60000.0,970000
MEDIEVIL,PS,1998,Platform,Sony Computer Entertainment,460000.0,310000.0,,50000.0,830000
MEDIEVIL II,PS,1999,Action,Sony Computer Entertainment,210000.0,140000.0,,20000.0,380000
MEGA MAN 8 ANNIVERSARY COLLECTORS EDITION,PS,1996,Platform,Capcom,440000.0,300000.0,90000.0,60000.0,880000
MEGA MAN LEGENDS,PS,1997,Adventure,Capcom,390000.0,260000.0,120000.0,50000.0,830000
MEGA MAN LEGENDS 2,PS,2000,Adventure,Capcom,170000.0,120000.0,100000.0,30000.0,420000
MEGA MAN X4,PS,1996,Action,Virgin Interactive,450000.0,300000.0,220000.0,70000.0,1040000
MEGA MAN X5,PS,2000,Platform,Capcom,300000.0,210000.0,200000.0,50000.0,750000
MEGA MAN X6,PS,2001,Action,Capcom,140000.0,100000.0,160000.0,30000.0,420000
MEGA MAN BATTLE  CHASE,PS,1997,Racing,Capcom,,,60000.0,,70000
MEN IN BLACK THE SERIES CRASHDOWN,PS,2001,Shooter,Infogrames,30000.0,20000.0,,,60000
MERU PURANA,PS,1996,Strategy,Gust,,,10000.0,,10000
METAL GEAR SOLID,PS,1998,Action,Konami Digital Entertainment,3180000.0,1830000.0,780000.0,240000.0,6030000
METAL GEAR SOLID INTEGRAL,PS,1999,Adventure,Konami Digital Entertainment,,,100000.0,10000.0,110000
METAL GEAR SOLID VR MISSIONS,PS,1999,Adventure,Konami Digital Entertainment,660000.0,450000.0,,80000.0,1180000
METAL SLUG X,PS,2001,Shooter,Virgin Interactive,50000.0,30000.0,,10000.0,90000
MICRO MACHINES V3,PS,1997,Racing,Codemasters,60000.0,40000.0,,10000.0,100000
MIDWAY PRESENTS ARCADES GREATEST HITS THE ATARI COLLECTION 1,PS,1996,Misc,GT Interactive,520000.0,360000.0,,60000.0,940000
MISSILE COMMAND,PS,1999,Shooter,Atari,250000.0,170000.0,,30000.0,450000
MISSION IMPOSSIBLE,PS,1999,Action,Infogrames,290000.0,200000.0,,30000.0,520000
MOBIL 1 RALLY CHAMPIONSHIP,PS,2000,Racing,Electronic Arts,70000.0,40000.0,,10000.0,120000
MOBILE SUIT GUNDAM,PS,1995,Action,Namco Bandai Games,,,420000.0,30000.0,450000
MOBILE SUIT GUNDAM VERSION 20,PS,1996,Action,Namco Bandai Games,,,360000.0,20000.0,380000
MOBILE SUIT GUNDAM GIREN NO YABOU ZEON NO KEIFU,PS,2000,Strategy,Namco Bandai Games,,,540000.0,40000.0,570000
MOBILE SUIT GUNDAM PERFECT ONE YEAR WAR,PS,1997,Strategy,Namco Bandai Games,,,140000.0,10000.0,150000
MOBILE SUIT ZGUNDAM,PS,1997,Action,Namco Bandai Games,,,340000.0,20000.0,360000
MOMOTAROU DENTETSU 7,PS,1997,Simulation,Hudson Entertainment,,,740000.0,50000.0,790000
MOMOTAROU DENTETSU V,PS,1999,Misc,Hudson Entertainment,,,440000.0,30000.0,470000
MONKEY HERO,PS,1998,Action,Take-Two Interactive,40000.0,30000.0,,,80000
MONOPOLY,PS,1997,Misc,Hasbro Interactive,1180000.0,270000.0,,50000.0,1510000
MONSTER RANCHER,PS,1997,Simulation,Tecmo Koei,120000.0,80000.0,740000.0,70000.0,1010000
MONSTER RANCHER 2,PS,1998,Simulation,Sony Computer Entertainment,190000.0,130000.0,660000.0,70000.0,1050000
MONSTER RANCHER BATTLE CARD EPISODE II,PS,2000,Action,Tecmo Koei,40000.0,30000.0,,,70000
MONSTER RANCHER HOPABOUT,PS,2000,Action,Tecmo Koei,20000.0,10000.0,,,30000
MONSTERS INC SCREAM TEAM,PS,2001,Platform,Sony Computer Entertainment,310000.0,210000.0,,40000.0,560000
MOON,PS,1997,Adventure,ASCII Entertainment,,,170000.0,10000.0,180000
MORTAL KOMBAT 3,PS,1995,Fighting,Sony Computer Entertainment,290000.0,200000.0,20000.0,40000.0,550000
MORTAL KOMBAT 4,PS,1998,Fighting,GT Interactive,810000.0,550000.0,,100000.0,1460000
MORTAL KOMBAT MYTHOLOGIES SUBZERO,PS,1997,Fighting,GT Interactive,380000.0,260000.0,,40000.0,680000
MORTAL KOMBAT TRILOGY,PS,1996,Fighting,GT Interactive,1980000.0,700000.0,,110000.0,2790000
MORTAL KOMBAT SPECIAL FORCES,PS,2000,Fighting,Midway Games,120000.0,80000.0,,10000.0,210000
MOTO RACER,PS,1997,Racing,Electronic Arts,450000.0,300000.0,,50000.0,800000
MOTO RACER 2,PS,1997,Racing,Electronic Arts,390000.0,260000.0,,50000.0,690000
MOTO RACER WORLD TOUR,PS,2000,Racing,Sony Computer Entertainment,210000.0,140000.0,,20000.0,380000
MOTOCROSS MANIA,PS,2001,Racing,Take-Two Interactive,440000.0,300000.0,,50000.0,790000
MOTOR TOON GRAND PRIX JAPAN,PS,1994,Racing,Sony Computer Entertainment,,,60000.0,,70000
MOTORHEAD,PS,1998,Racing,Gremlin Interactive Ltd,20000.0,10000.0,,,30000
MR DRILLER,PS,1999,Puzzle,Namco Bandai Games,20000.0,10000.0,,,40000
MS PACMAN MAZE MADNESS,PS,2000,Puzzle,Namco Bandai Games,250000.0,170000.0,,30000.0,440000
MUPPET RACEMANIA,PS,1999,Racing,Sony Computer Entertainment,90000.0,60000.0,,10000.0,150000
MYST,PS,1995,Adventure,Psygnosis,,,70000.0,,70000
N2O NITROUS OXIDE,PS,1998,Racing,Gremlin Interactive Ltd,90000.0,60000.0,,10000.0,160000
NASCAR 2000,PS,1999,Racing,Electronic Arts,880000.0,600000.0,,100000.0,1590000
NASCAR 2001,PS,2000,Racing,Electronic Arts,450000.0,310000.0,,50000.0,810000
NASCAR 98,PS,1996,Racing,Electronic Arts,1430000.0,50000.0,,40000.0,1520000
NASCAR 99,PS,1998,Racing,Electronic Arts,1450000.0,40000.0,,40000.0,1520000
NASCAR HEAT,PS,2000,Racing,Hasbro Interactive,220000.0,150000.0,,30000.0,390000
NASCAR RACING,PS,1996,Racing,Pioneer LDC,230000.0,160000.0,,30000.0,410000
NASCAR RUMBLE,PS,2000,Racing,Electronic Arts,310000.0,210000.0,,40000.0,560000
NASCAR THUNDER 2002,PS,2001,Racing,Electronic Arts,230000.0,160000.0,,30000.0,420000
NBA HANGTIME,PS,1996,Sports,Midway Games,30000.0,20000.0,,,60000
NBA HOOPZ,PS,2001,Sports,Midway Games,70000.0,50000.0,,10000.0,130000
NBA IN THE ZONE,PS,1995,Sports,Konami Digital Entertainment,160000.0,110000.0,,20000.0,280000
NBA JAM EXTREME,PS,1996,Sports,Acclaim Entertainment,120000.0,80000.0,,10000.0,220000
NBA JAM TOURNAMENT EDITION,PS,1995,Sports,Acclaim Entertainment,140000.0,90000.0,,20000.0,250000
NBA LIVE 2000,PS,1998,Sports,Electronic Arts,1430000.0,50000.0,,30000.0,1520000
NBA LIVE 2001,PS,2000,Sports,Electronic Arts,700000.0,470000.0,,80000.0,1250000
NBA LIVE 2002,PS,2001,Sports,Electronic Arts,290000.0,190000.0,,30000.0,520000
NBA LIVE 96,PS,1996,Sports,Electronic Arts,160000.0,110000.0,40000.0,20000.0,330000
NBA LIVE 97,PS,1996,Sports,Electronic Arts,550000.0,380000.0,,70000.0,1000000
NBA LIVE 98,PS,1997,Sports,Electronic Arts,1410000.0,60000.0,,40000.0,1510000
NBA LIVE 99,PS,1997,Sports,Electronic Arts,1130000.0,50000.0,,30000.0,1220000
NBA SHOOTOUT,PS,1995,Sports,Sony Computer Entertainment,170000.0,120000.0,,20000.0,310000
NBA SHOOTOUT 97,PS,1997,Sports,Sony Computer Entertainment,350000.0,240000.0,,40000.0,620000
NBA SHOOTOUT 2000,PS,1999,Sports,989 Studios,220000.0,150000.0,,30000.0,400000
NBA SHOOTOUT 2001,PS,2000,Sports,Sony Computer Entertainment,150000.0,100000.0,,20000.0,270000
NBA SHOOTOUT 2002,PS,2001,Sports,Sony Computer Entertainment,80000.0,50000.0,,10000.0,140000
NBA SHOOTOUT 98,PS,1998,Sports,Sony Computer Entertainment,430000.0,290000.0,,50000.0,780000
NBA SHOWTIME NBA ON NBC,PS,1999,Sports,Midway Games,310000.0,210000.0,,40000.0,550000
NBA IN THE ZONE 2000,PS,2000,Sports,Konami Digital Entertainment,120000.0,80000.0,,10000.0,210000
NCAA BASKETBALL FINAL FOUR 97,PS,1997,Sports,Mindscape,80000.0,50000.0,,10000.0,140000
NCAA FINAL FOUR 2000,PS,1999,Sports,989 Sports,210000.0,140000.0,,20000.0,380000
NCAA FINAL FOUR 2001,PS,2000,Sports,Sony Computer Entertainment,90000.0,60000.0,,10000.0,160000
NCAA FOOTBALL 2000,PS,1999,Sports,Electronic Arts,530000.0,360000.0,,60000.0,950000
NCAA FOOTBALL 2001,PS,2000,Sports,Electronic Arts,390000.0,260000.0,,50000.0,700000
NCAA FOOTBALL 98,PS,1997,Sports,Electronic Arts,390000.0,270000.0,,50000.0,700000
NCAA FOOTBALL 99,PS,1998,Sports,Electronic Arts,590000.0,400000.0,,70000.0,1060000
NCAA GAMEBREAKER 2000,PS,1999,Sports,989 Studios,220000.0,150000.0,,30000.0,400000
NCAA GAMEBREAKER 2001,PS,2000,Sports,Sony Computer Entertainment,180000.0,120000.0,,20000.0,330000
NCAA GAMEBREAKER,PS,1996,Sports,Sony Computer Entertainment,150000.0,100000.0,,20000.0,260000
NCAA GAMEBREAKER 99,PS,1998,Sports,989 Studios,250000.0,170000.0,,30000.0,450000
NFL BLITZ,PS,1998,Sports,Midway Games,1410000.0,50000.0,,40000.0,1500000
NFL BLITZ 2000,PS,1998,Sports,Midway Games,600000.0,410000.0,,70000.0,1090000
NFL BLITZ 2001,PS,2000,Sports,Midway Games,330000.0,220000.0,,40000.0,590000
NFL GAMEDAY,PS,1995,Sports,Sony Computer Entertainment,470000.0,320000.0,,60000.0,850000
NFL GAMEDAY 97,PS,1996,Sports,Sony Computer Entertainment,480000.0,330000.0,,60000.0,870000
NFL GAMEDAY 2000,PS,1999,Sports,989 Studios,1000000.0,680000.0,,120000.0,1800000
NFL GAMEDAY 2001,PS,2000,Sports,Sony Computer Entertainment,560000.0,380000.0,,70000.0,1000000
NFL GAMEDAY 2002,PS,2001,Sports,Sony Computer Entertainment,230000.0,150000.0,,30000.0,400000
NFL GAMEDAY 98,PS,1997,Sports,Sony Computer Entertainment,1580000.0,60000.0,,40000.0,1680000
NFL GAMEDAY 99,PS,1998,Sports,989 Studios,1440000.0,50000.0,,40000.0,1530000
NFL QUARTERBACK CLUB 97,PS,1996,Sports,Acclaim Entertainment,120000.0,80000.0,,10000.0,220000
NFL XTREME,PS,1998,Sports,Sony Computer Entertainment,380000.0,260000.0,,50000.0,690000
NFL XTREME 2,PS,1999,Sports,989 Studios,270000.0,180000.0,,30000.0,480000
NHL 2000,PS,1998,Sports,Electronic Arts,480000.0,330000.0,,60000.0,870000
NHL 2001,PS,2000,Sports,Electronic Arts,350000.0,240000.0,,40000.0,630000
NHL 97,PS,1996,Sports,Electronic Arts,260000.0,180000.0,,30000.0,470000
NHL 98,PS,1997,Sports,Electronic Arts,510000.0,350000.0,,60000.0,920000
NHL 99,PS,1997,Sports,Electronic Arts,590000.0,400000.0,,70000.0,1070000
NHL BLADES OF STEEL 2000,PS,1999,Sports,Konami Digital Entertainment,20000.0,10000.0,,,40000
NHL BREAKAWAY 98,PS,1996,Sports,Acclaim Entertainment,80000.0,50000.0,,10000.0,140000
NHL CHAMPIONSHIP 2000,PS,1998,Sports,Fox Interactive,120000.0,80000.0,,10000.0,220000
NHL FACEOFF,PS,1994,Sports,Sony Computer Entertainment,250000.0,170000.0,,30000.0,450000
NHL FACEOFF 97,PS,1996,Sports,Sony Computer Entertainment,260000.0,170000.0,,30000.0,460000
NHL FACEOFF 2000,PS,1998,Sports,Sony Computer Entertainment,170000.0,120000.0,,20000.0,310000
NHL FACEOFF 2001,PS,2000,Sports,Sony Computer Entertainment,130000.0,90000.0,,20000.0,230000
NHL FACEOFF 98,PS,1997,Sports,Sony Computer Entertainment,280000.0,190000.0,,30000.0,510000
NHL FACEOFF 99,PS,1997,Sports,989 Studios,240000.0,160000.0,,30000.0,430000
NHL OPEN ICE,PS,1996,Sports,Midway Games,40000.0,30000.0,,,70000
NHL POWERPLAY 96,PS,1996,Sports,Virgin Interactive,60000.0,40000.0,,10000.0,120000
NHL POWERPLAY 98,PS,1997,Sports,Virgin Interactive,30000.0,20000.0,,,50000
NHL ROCK THE RINK,PS,1999,Sports,Electronic Arts,140000.0,100000.0,,20000.0,260000
NOËL LA NEIGE,PS,1998,Adventure,Pioneer LDC,,,70000.0,,70000
NOËL NOT DIGITAL,PS,1996,Adventure,Pioneer LDC,,,200000.0,10000.0,210000
NAGANO WINTER OLYMPICS 98,PS,1997,Sports,Konami Digital Entertainment,70000.0,50000.0,,10000.0,130000
NAMCO MUSEUM VOL1,PS,1995,Misc,Sony Computer Entertainment,2120000.0,1440000.0,220000.0,60000.0,3840000
NAMCO MUSEUM VOL2,PS,1996,Misc,Sony Computer Entertainment,30000.0,20000.0,210000.0,20000.0,290000
NAMCO MUSEUM VOL3,PS,1996,Misc,Sony Computer Entertainment,2280000.0,1550000.0,160000.0,60000.0,4050000
NAMCO MUSEUM VOL4,PS,1996,Misc,Sony Computer Entertainment,20000.0,10000.0,160000.0,10000.0,200000
NAMCO MUSEUM VOL5,PS,1996,Misc,Sony Computer Entertainment,20000.0,10000.0,120000.0,10000.0,150000
NAMCO SOCCER PRIME GOAL,PS,1995,Sports,Sony Computer Entertainment,,,120000.0,10000.0,130000
NAMCO TENNIS SMASH COURT,PS,1995,Sports,Sony Computer Entertainment,,,230000.0,20000.0,240000
NANOTEK WARRIOR,PS,1997,Shooter,Virgin Interactive,10000.0,10000.0,,,30000
NECTARIS MILITARY MADNESS,PS,1998,Strategy,Hudson Soft,20000.0,10000.0,,,30000
NEED FOR SPEED HIGH STAKES,PS,1999,Racing,Electronic Arts,1580000.0,640000.0,,90000.0,2310000
NEED FOR SPEED III HOT PURSUIT,PS,1998,Racing,Electronic Arts,2140000.0,860000.0,,130000.0,3120000
NEED FOR SPEED PORSCHE UNLEASHED,PS,1999,Racing,Electronic Arts,430000.0,290000.0,,50000.0,770000
NEED FOR SPEED VRALLY,PS,1997,Racing,Infogrames,430000.0,290000.0,90000.0,60000.0,870000
NEO ATLAS,PS,1998,Strategy,ArtDink,,,90000.0,10000.0,90000
NICKTOONS RACING,PS,2001,Racing,Hasbro Interactive,90000.0,60000.0,,10000.0,170000
NIGHT HEAD THE LABYRINTH,PS,1995,Adventure,Fuji,,,30000.0,,30000
NIGHTMARE CREATURES,PS,1997,Action,Sony Computer Entertainment,350000.0,240000.0,,40000.0,630000
NIGHTMARE CREATURES II,PS,2000,Action,Konami Digital Entertainment,90000.0,60000.0,,10000.0,170000
NINJA SHADOW OF DARKNESS,PS,1998,Action,Eidos Interactive,210000.0,140000.0,,20000.0,380000
NO FEAR DOWNHILL MOUNTAIN BIKING,PS,1998,Sports,Codemasters,70000.0,50000.0,,10000.0,130000
NO ONE CAN STOP MR DOMINO,PS,1998,Misc,JVC,40000.0,30000.0,,,80000
NO1 MUSCLE RANKING  KINNIKU BANZUKE VOL 1 OREGASAIKYOUNO OTOKODA,PS,1999,Sports,Konami Digital Entertainment,,,300000.0,20000.0,320000
NO1 MUSCLE RANKING  KINNIKU BANZUKE VOL 2 ARATANARUGENKAI ENOCHOUSEN,PS,2000,Sports,Konami Digital Entertainment,,,140000.0,10000.0,150000
NOBUNAGA NO YABOU REPPUUDEN,PS,1999,Strategy,Tecmo Koei,,,190000.0,10000.0,200000
NORSE BY NORSEWEST THE RETURN OF THE LOST VIKINGS,PS,1997,Action,Interplay,40000.0,30000.0,,,70000
NOVASTORM,PS,1995,Shooter,Psygnosis,20000.0,20000.0,,,40000
NUCLEAR STRIKE,PS,1997,Simulation,Electronic Arts,660000.0,450000.0,,80000.0,1190000
ODT ESCAPE OR DIE TRYING,PS,1997,Adventure,Psygnosis,70000.0,50000.0,,10000.0,120000
ODDWORLD ABES EXODDUS,PS,1998,Platform,GT Interactive,550000.0,380000.0,,60000.0,990000
ODDWORLD ABES ODDYSEE,PS,1997,Platform,GT Interactive,750000.0,440000.0,,60000.0,1240000
OFFWORLD INTERCEPTOR EXTREME,PS,1995,Racing,Crystal Dynamics,90000.0,60000.0,,10000.0,170000
OGRE BATTLE SAGA EPISODE FIVE THE MARCH OF THE BLACK QUEEN,PS,1996,Role-Playing,ArtDink,60000.0,40000.0,90000.0,10000.0,200000
OGRE BATTLE SERIES TACTICS OGRE,PS,1997,Role-Playing,Atlus,40000.0,30000.0,,10000.0,80000
OJYOUSAMA EXPRESS,PS,1998,Strategy,Media Works,,,60000.0,,60000
OLYMPIC SOCCER ATLANTA 1996,PS,1996,Sports,U.S. Gold,30000.0,20000.0,,,50000
OLYMPIC SUMMER GAMES ATLANTA 1996,PS,1996,Sports,U.S. Gold,60000.0,40000.0,,10000.0,100000
OMEGA BOOST,PS,1999,Shooter,Sony Computer Entertainment,170000.0,110000.0,200000.0,30000.0,520000
ONE PIECE MANSION,PS,2001,Action,Capcom,10000.0,10000.0,,,20000
ONE PIECE GRAND BATTLE,PS,2001,Fighting,Atari,,,460000.0,30000.0,490000
OPTION TUNING CAR BATTLE,PS,1998,Racing,MTO,,,90000.0,10000.0,100000
OVERBLOOD,PS,1996,Action,Electronic Arts,50000.0,40000.0,210000.0,20000.0,320000
OVERBLOOD 2,PS,1998,Action,Evolution Games,,,60000.0,,70000
PGA TOUR 96,PS,1995,Sports,Electronic Arts,130000.0,90000.0,,20000.0,240000
PGA TOUR 97,PS,1996,Sports,Electronic Arts,160000.0,110000.0,,20000.0,290000
POED,PS,1996,Shooter,Time Warner Interactive,20000.0,10000.0,,,40000
PARAPPA THE RAPPER,PS,1996,Misc,Sony Computer Entertainment,260000.0,160000.0,1460000.0,30000.0,1920000
PACMAN WORLD,PS,1998,Action,Namco Bandai Games,1210000.0,140000.0,100000.0,40000.0,1500000
PACHISLOT ARUZE OUKOKU 2,PS,1999,Misc,Aruze Corp,,,500000.0,40000.0,540000
PACHISLOT ARUZE OUKOKU 3,PS,2000,Misc,Aruze Corp,,,100000.0,10000.0,110000
PACHISLOT ARUZE OUKOKU 4,PS,2000,Misc,Aruze Corp,,,490000.0,30000.0,530000
PACHISLOT KANZEN KOURYAKU 3 UNIVERSAL KOUSHIKI GAIDO VOLUME 3,PS,1998,Misc,Syscom,,,150000.0,10000.0,160000
PAJAMA SAM YOU ARE WHAT YOU EAT FROM YOUR HEAD TO YOUR FEET,PS,2001,Adventure,Infogrames,20000.0,10000.0,,,40000
PANDEMONIUM 2,PS,1997,Platform,BMG Interactive Entertainment,40000.0,20000.0,,,70000
PANDEMONIUM,PS,1996,Platform,BMG Interactive Entertainment,120000.0,80000.0,,10000.0,210000
PANZER GENERAL,PS,1995,Strategy,Mindscape,140000.0,90000.0,,20000.0,240000
PARASITE EVE,PS,1998,Role-Playing,SquareSoft,940000.0,70000.0,1050000.0,40000.0,2100000
PARASITE EVE II,PS,1999,Role-Playing,SquareSoft,320000.0,220000.0,,40000.0,580000
PARODIUS,PS,1994,Shooter,Konami Digital Entertainment,,,310000.0,20000.0,330000
PEAK PERFORMANCE,PS,1997,Racing,JVC,20000.0,10000.0,,,30000
PENNY RACERS,PS,1996,Racing,Sony Computer Entertainment,,,230000.0,20000.0,250000
PERFECT WEAPON,PS,1996,Action,American Softworks,130000.0,90000.0,,20000.0,230000
PERSONA,PS,1995,Role-Playing,Atlus,,,420000.0,30000.0,450000
PERSONA 2 ETERNAL PUNISHMENT,PS,2000,Role-Playing,Atlus,30000.0,20000.0,280000.0,20000.0,350000
PET IN TV,PS,1997,Strategy,Sony Computer Entertainment,,,380000.0,30000.0,400000
PETER JACOBSENS GOLDEN TEE GOLF,PS,2000,Sports,Infogrames,70000.0,50000.0,,10000.0,120000
PETER PAN IN DISNEYS RETURN TO NEVER LAND,PS,2002,Platform,Sony Computer Entertainment,10000.0,10000.0,,,20000
PHILOSOMA,PS,1995,Shooter,Sony Computer Entertainment,30000.0,20000.0,,,50000
PIPE DREAMS 3D,PS,2001,Puzzle,Empire Interactive,80000.0,50000.0,,10000.0,140000
PITBALL,PS,1996,Sports,Time Warner Interactive,10000.0,10000.0,,,30000
PITFALL 3D BEYOND THE JUNGLE,PS,1998,Platform,Activision,180000.0,120000.0,,20000.0,330000
POPOLOCROIS MONOGATARI,PS,1996,Role-Playing,Sony Computer Entertainment,,,460000.0,30000.0,500000
POPOLOCROIS MONOGATARI II,PS,2000,Role-Playing,Sony Computer Entertainment,,,200000.0,10000.0,210000
POCKET FIGHTER,PS,1997,Fighting,Virgin Interactive,60000.0,40000.0,120000.0,10000.0,230000
POINT BLANK,PS,1997,Shooter,Sony Computer Entertainment,50000.0,30000.0,230000.0,20000.0,340000
POINT BLANK 2,PS,1998,Shooter,Namco Bandai Games,20000.0,20000.0,,,40000
POINT BLANK 3,PS,2000,Shooter,Namco Bandai Games,10000.0,10000.0,,,20000
POLARIS SNOCROSS,PS,2000,Racing,Vatical Entertainment,90000.0,60000.0,,10000.0,160000
PONG THE NEXT LEVEL,PS,1998,Puzzle,Hasbro Interactive,560000.0,380000.0,,70000.0,1010000
POPULOUS THE BEGINNING,PS,1998,Strategy,Electronic Arts,50000.0,40000.0,,10000.0,90000
PORSCHE CHALLENGE,PS,1997,Racing,Sony Computer Entertainment,50000.0,30000.0,,10000.0,90000
POWER RANGERS TIME FORCE,PS,2001,Action,THQ,180000.0,120000.0,,20000.0,320000
POWER SHOVEL,PS,2000,Action,JVC,30000.0,20000.0,,,60000
POWER SPIKE PRO BEACH VOLLEYBALL,PS,2000,Sports,Infogrames,30000.0,20000.0,,,50000
POWER STAKES,PS,1997,Sports,Aques,,,150000.0,10000.0,160000
POWERSLAVE,PS,1996,Shooter,BMG Interactive Entertainment,20000.0,10000.0,,,30000
POY POY,PS,1997,Action,Konami Digital Entertainment,10000.0,10000.0,,,30000
PRIMAL RAGE,PS,1994,Fighting,Time Warner Interactive,60000.0,40000.0,,10000.0,110000
PRINCESS MAKER YUMEMIRU YOSEI,PS,1997,Strategy,Sony Computer Entertainment,,,180000.0,10000.0,190000
PRO PINBALL,PS,1996,Misc,Empire Interactive,230000.0,150000.0,,30000.0,410000
PRO PINBALL BIG RACE USA,PS,1999,Simulation,Take-Two Interactive,370000.0,250000.0,,40000.0,660000
PROJECT OVERKILL,PS,1996,Shooter,Konami Digital Entertainment,140000.0,90000.0,,20000.0,250000
PROJECT V6,PS,1998,Strategy,General Entertainment,,,130000.0,10000.0,140000
PROJECT HORNED OWL,PS,1995,Shooter,Sony Computer Entertainment,30000.0,20000.0,50000.0,10000.0,110000
PSYCHIC DETECTIVE,PS,1995,Adventure,Electronic Arts,10000.0,,,,10000
PSYCHIC FORCE,PS,1996,Fighting,Acclaim Entertainment,10000.0,10000.0,130000.0,10000.0,160000
PUYO PUYO SUN KETTEIBAN,PS,1997,Puzzle,Compile,,,1070000.0,70000.0,1150000
PUZZLE STAR SWEEP,PS,1997,Puzzle,Midas Interactive Entertainment,10000.0,10000.0,,,20000
QBERT,PS,1999,Puzzle,Atari,460000.0,320000.0,,50000.0,840000
QUAKE II,PS,1998,Shooter,Activision,230000.0,160000.0,,30000.0,410000
RTYPE DELTA,PS,1998,Shooter,Irem Software Engineering,10000.0,10000.0,,,30000
RTYPES,PS,1998,Shooter,Virgin Interactive,40000.0,20000.0,,,60000
RC STUNT COPTER,PS,1998,Simulation,Interplay,40000.0,30000.0,,10000.0,80000
R4 RIDGE RACER TYPE 4,PS,1998,Racing,Namco Bandai Games,680000.0,460000.0,790000.0,130000.0,2060000
RPG MAKER,PS,1997,Role-Playing,ASCII Entertainment,110000.0,70000.0,290000.0,30000.0,500000
RACING LAGOON,PS,1999,Racing,Square,,,150000.0,10000.0,160000
RAGE RACER,PS,1996,Racing,Sony Computer Entertainment,160000.0,110000.0,830000.0,80000.0,1170000
RAILROAD TYCOON II,PS,1999,Strategy,PopTop Software,60000.0,40000.0,,10000.0,110000
RALLY CROSS,PS,1997,Racing,Sony Computer Entertainment,180000.0,120000.0,,20000.0,320000
RALLY CROSS 2,PS,1998,Racing,989 Studios,190000.0,130000.0,,20000.0,350000
RAMPAGE 2 UNIVERSAL TOUR,PS,1998,Action,GT Interactive,130000.0,90000.0,,10000.0,230000
RAMPAGE WORLD TOUR,PS,1997,Action,GT Interactive,470000.0,320000.0,,60000.0,850000
RAPID RELOAD,PS,1995,Shooter,Sony Computer Entertainment,,,90000.0,10000.0,90000
RASCAL,PS,1998,Action,Psygnosis,240000.0,160000.0,,30000.0,420000
RAT ATTACK,PS,1999,Puzzle,Mindscape,30000.0,20000.0,,,40000
RAY TRACERS,PS,1997,Racing,Sony Computer Entertainment,40000.0,20000.0,,,60000
RAYCRISIS SERIES TERMINATION,PS,1999,Shooter,JVC,10000.0,10000.0,,,20000
RAYSTORM,PS,1997,Shooter,Sony Computer Entertainment,40000.0,30000.0,,,70000
RAYMAN,PS,1995,Platform,Ubisoft,1540000.0,1330000.0,,160000.0,3030000
