,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
276,Jeopardy!,N64,1998,Misc,GameTek,"$80,000","$20,000",$0,$0,"$100,000"
277,Jeremy McGrath Supercross 2000,N64,1999,Racing,Acclaim Entertainment,"$230,000","$60,000",$0,$0,"$290,000"
278,Jet Force Gemini,N64,1999,Shooter,Nintendo,"$780,000","$280,000","$70,000","$20,000","$1,160,000"
279,Jikkyou J-League Perfect Striker,N64,1996,Sports,Konami Digital Entertainment,$0,$0,"$190,000",$0,"$190,000"
280,Jikkyou Powerful Pro Yakyuu 2000,N64,2000,Sports,Konami Digital Entertainment,$0,$0,"$290,000","$60,000","$350,000"
281,Jikkyou Powerful Pro Yakyuu 4,N64,1997,Sports,Konami Digital Entertainment,$0,$0,"$260,000","$50,000","$310,000"
282,Jikkyou Powerful Pro Yakyuu 5,N64,1998,Sports,Konami Digital Entertainment,$0,$0,"$270,000",$0,"$270,000"
283,Jikkyou Powerful Pro Yakyuu 6,N64,1999,Sports,Konami Digital Entertainment,$0,$0,"$390,000","$30,000","$420,000"
284,Jikkyou Powerful Pro Yakyuu Basic-han 2001,N64,2001,Sports,Konami Digital Entertainment,$0,$0,"$120,000","$40,000","$160,000"
285,Ken Griffey Jr.'s Slugfest,N64,1999,Sports,Nintendo,"$230,000","$60,000",$0,$0,"$290,000"
286,Killer Instinct Gold,N64,1996,Fighting,Nintendo,"$610,000","$190,000",$0,"$10,000","$820,000"
287,Kirby 64: The Crystal Shards,N64,2000,Platform,Nintendo,"$630,000","$60,000","$1,030,000","$40,000","$1,770,000"
288,Knife Edge: NoseGunner,N64,1998,Shooter,Mitsui,"$60,000","$20,000",$0,$0,"$80,000"
289,Knockout Kings 2000,N64,1999,Fighting,Electronic Arts,"$630,000","$270,000",$0,"$20,000","$920,000"
290,Kobe Bryant in NBA Courtside,N64,1998,Sports,Nintendo,"$1,020,000","$130,000","$40,000","$10,000","$1,190,000"
291,LEGO Racers,N64,1999,Racing,LEGO Media,"$510,000","$180,000",$0,"$10,000","$710,000"
292,Lode Runner 3-D,N64,1998,Action,Infogrames,"$80,000","$20,000",$0,$0,"$100,000"
293,Looney Tunes Duck Dodgers Starring: Daffy Duck,N64,2000,Platform,Infogrames,"$30,000","$10,000",$0,$0,"$40,000"
294,MRC: Multi-Racing Championship,N64,1997,Racing,Ocean,"$200,000","$50,000",$0,$0,"$250,000"
295,Mace: The Dark Age,N64,1997,Fighting,GT Interactive,"$150,000","$40,000",$0,$0,"$190,000"
296,Madden Football 64,N64,1997,Sports,Electronic Arts,"$810,000","$40,000",$0,"$10,000","$860,000"
297,Madden NFL 2000,N64,1999,Sports,Electronic Arts,"$580,000","$20,000",$0,$0,"$610,000"
298,Madden NFL 2001,N64,2000,Sports,Electronic Arts,"$600,000","$30,000",$0,"$10,000","$640,000"
299,Madden NFL 2002,N64,2001,Sports,Electronic Arts,"$410,000","$20,000",$0,$0,"$430,000"
300,Madden NFL 99,N64,1998,Sports,Electronic Arts,"$840,000","$50,000",$0,"$10,000","$900,000"
301,Magical Tetris Challenge,N64,1997,Puzzle,Activision,"$130,000","$20,000","$50,000",$0,"$200,000"
302,Mahjong Master,N64,1996,Misc,Konami Digital Entertainment,$0,$0,"$90,000",$0,"$90,000"
303,Major League Baseball Featuring Ken Griffey Jr,N64,1998,Sports,Nintendo,"$750,000","$30,000",$0,"$10,000","$790,000"
304,Mario Golf,N64,1999,Action,Nintendo,"$620,000","$180,000","$650,000","$20,000","$1,470,000"
305,Mario Kart 64,N64,1996,Racing,Nintendo,"$5,550,000","$1,940,000","$2,230,000","$150,000","$9,870,000"
306,Mario Party,N64,1998,Misc,Nintendo,"$1,250,000","$530,000","$870,000","$50,000","$2,700,000"
307,Mario Party 2,N64,1999,Misc,Nintendo,"$1,280,000","$140,000","$1,080,000","$10,000","$2,500,000"
308,Mario Party 3,N64,2000,Misc,Nintendo,"$720,000","$160,000","$1,010,000","$20,000","$1,910,000"
309,Mario Tennis,N64,2000,Sports,Nintendo,"$780,000","$400,000","$1,060,000","$70,000","$2,320,000"
310,Mega Man 64,N64,2000,Action,Capcom,"$140,000","$30,000","$50,000",$0,"$220,000"
311,Mia Hamm Soccer 64,N64,2000,Sports,THQ,"$60,000","$10,000",$0,$0,"$70,000"
312,Mickey's Speedway USA,N64,2000,Racing,Nintendo,"$370,000","$80,000","$140,000","$10,000","$600,000"
313,Mickey's Speedway USA (weekly JP sales),N64,2000,Racing,Nintendo,$0,$0,"$100,000",$0,"$100,000"
314,Micro Machines 64 Turbo,N64,1999,Racing,Codemasters,"$110,000","$30,000",$0,$0,"$140,000"
315,Midway's Greatest Arcade Hits Volume 1,N64,2000,Misc,Midway Games,"$190,000","$50,000",$0,$0,"$240,000"
316,Mike Piazza's Strike Zone,N64,1998,Sports,GT Interactive,"$50,000","$10,000",$0,$0,"$60,000"
317,Milo's Astro Lanes,N64,1998,Sports,Interplay,"$80,000","$20,000",$0,$0,"$100,000"
318,Mischief Makers,N64,1997,Platform,Nintendo,"$250,000","$60,000","$70,000","$60,000","$430,000"
319,Mission: Impossible,N64,1997,Action,Ocean,"$740,000","$380,000","$20,000","$30,000","$1,170,000"
320,Monaco Grand Prix,N64,1999,Racing,Ubisoft,"$30,000","$10,000",$0,$0,"$40,000"
321,Monopoly,N64,1999,Misc,Hasbro Interactive,"$170,000","$40,000",$0,$0,"$210,000"
322,Monster Truck Madness 64,N64,1999,Racing,Take-Two Interactive,"$240,000","$60,000",$0,$0,"$300,000"
323,Mortal Kombat 4,N64,1998,Fighting,GT Interactive,"$550,000","$170,000",$0,"$10,000","$730,000"
324,Mortal Kombat Mythologies: Sub-Zero,N64,1997,Fighting,Midway Games,"$320,000","$70,000",$0,$0,"$400,000"
325,Mortal Kombat Trilogy,N64,1996,Fighting,GT Interactive,"$720,000","$220,000",$0,"$20,000","$960,000"
326,Ms. Pac-Man: Maze Madness,N64,2000,Puzzle,Namco Bandai Games,"$180,000","$40,000",$0,$0,"$220,000"
327,Mystical Ninja starring Goemon,N64,1997,Action,Konami Digital Entertainment,"$70,000","$20,000","$230,000","$40,000","$360,000"
328,NASCAR 2000,N64,1999,Racing,Electronic Arts,"$490,000","$30,000",$0,$0,"$530,000"
329,NASCAR 99,N64,1998,Racing,Electronic Arts,"$940,000","$40,000",$0,"$10,000","$980,000"
330,NBA Courtside 2 featuring Kobe Bryant,N64,1999,Sports,Nintendo,"$200,000","$50,000",$0,$0,"$250,000"
331,NBA Hangtime,N64,1997,Sports,GT Interactive,"$480,000","$80,000",$0,$0,"$570,000"
332,NBA In The Zone '98,N64,1997,Sports,Konami Digital Entertainment,"$250,000","$20,000",$0,$0,"$270,000"
333,NBA In The Zone '99,N64,1998,Sports,Konami Digital Entertainment,"$40,000",$0,$0,$0,"$40,000"
334,NBA Jam 2000,N64,1999,Sports,Acclaim Entertainment,"$120,000","$10,000",$0,$0,"$130,000"
335,NBA Jam 99,N64,1998,Sports,Acclaim Entertainment,"$250,000","$20,000",$0,$0,"$270,000"
336,NBA Live 2000,N64,1999,Sports,Electronic Arts,"$420,000","$20,000",$0,$0,"$440,000"
337,NBA Live 99,N64,1998,Sports,Electronic Arts,"$450,000","$20,000",$0,$0,"$470,000"
338,NBA Showtime: NBA on NBC,N64,1999,Sports,Midway Games,"$230,000","$20,000",$0,$0,"$250,000"
339,NBA in the Zone 2000,N64,2000,Sports,Konami Digital Entertainment,"$40,000",$0,$0,$0,"$40,000"
340,NFL Blitz,N64,1998,Sports,Midway Games,"$1,020,000","$40,000",$0,"$10,000","$1,060,000"
341,NFL Blitz 2000,N64,1999,Sports,Midway Games,"$550,000","$20,000",$0,$0,"$580,000"
342,NFL Blitz 2001,N64,2000,Sports,Midway Games,"$340,000","$70,000",$0,$0,"$420,000"
343,NFL QB Club 2001,N64,2000,Sports,Acclaim Entertainment,"$110,000","$10,000",$0,$0,"$120,000"
344,NFL Quarterback Club 2000,N64,1999,Sports,Acclaim Entertainment,"$370,000","$30,000",$0,$0,"$400,000"
345,NFL Quarterback Club 98,N64,1997,Sports,Acclaim Entertainment,"$1,010,000","$50,000",$0,"$10,000","$1,060,000"
346,NFL Quarterback Club 99,N64,1998,Sports,Acclaim Entertainment,"$590,000","$20,000",$0,$0,"$620,000"
347,NHL 99,N64,1998,Sports,Electronic Arts,"$380,000","$10,000",$0,$0,"$390,000"
348,NHL Blades of Steel '99,N64,1999,Sports,Konami Digital Entertainment,"$50,000",$0,$0,$0,"$50,000"
349,NHL Breakaway 98,N64,1998,Sports,Acclaim Entertainment,"$300,000","$20,000",$0,$0,"$320,000"
350,NHL Breakaway 99,N64,1998,Sports,Acclaim Entertainment,"$70,000","$10,000",$0,$0,"$80,000"
351,Nagano Winter Olympics 98,N64,1997,Sports,Konami Digital Entertainment,"$150,000","$40,000","$130,000",$0,"$320,000"
352,Namco Museum 64,N64,1999,Misc,Namco Bandai Games,"$1,240,000","$170,000","$30,000","$10,000","$1,450,000"
353,Neon Genesis Evangelion,N64,1999,Adventure,Namco Bandai Games,$0,$0,"$60,000",$0,"$60,000"
354,Nightmare Creatures,N64,1996,Action,Activision,"$210,000","$50,000",$0,$0,"$260,000"
355,Nuclear Strike 64,N64,1999,Simulation,THQ,"$90,000","$20,000",$0,$0,"$110,000"
356,Off Road Challenge,N64,1998,Racing,GT Interactive,"$270,000","$60,000",$0,$0,"$340,000"
357,Ogre Battle 64: Person of Lordly Caliber,N64,1999,Role-Playing,Nintendo,"$100,000","$20,000","$250,000","$40,000","$410,000"
358,Olympic Hockey 98,N64,1998,Sports,GT Interactive,"$50,000","$10,000",$0,$0,"$60,000"
359,PD Ultraman Battle Collection 64,N64,1999,Strategy,Namco Bandai Games,$0,$0,"$40,000",$0,"$40,000"
360,PGA European Tour,N64,2000,Sports,Infogrames,"$10,000",$0,$0,$0,"$10,000"
361,Paper Mario,N64,2000,Role-Playing,Nintendo,"$580,000","$180,000","$590,000","$20,000","$1,380,000"
362,Paperboy,N64,1999,Action,Midway Games,"$190,000","$50,000",$0,$0,"$240,000"
363,Penny Racers,N64,1998,Racing,THQ,"$50,000","$10,000",$0,$0,"$60,000"
364,Perfect Dark,N64,2000,Action,Nintendo,"$1,550,000","$750,000","$160,000","$60,000","$2,520,000"
365,Pilotwings 64,N64,1996,Simulation,Nintendo,"$560,000","$240,000","$300,000","$20,000","$1,120,000"
366,Pocket Monsters Stadium,N64,1998,Strategy,Nintendo,$0,$0,"$1,370,000",$0,"$1,370,000"
367,Pokemon Puzzle League,N64,2000,Puzzle,Nintendo,"$360,000","$80,000",$0,"$10,000","$450,000"
368,Pokemon Snap,N64,1999,Simulation,Nintendo,"$2,230,000","$680,000","$660,000","$60,000","$3,630,000"
369,Pokemon Stadium,N64,1999,Strategy,Nintendo,"$3,180,000","$1,240,000","$940,000","$90,000","$5,450,000"
370,Pokémon Stadium 2,N64,2000,Strategy,Nintendo,"$1,020,000","$360,000","$1,130,000","$230,000","$2,730,000"
371,Polaris SnoCross,N64,2000,Racing,Vatical Entertainment,"$50,000","$10,000",$0,$0,"$60,000"
372,Puyo Puyo Sun 64,N64,1997,Puzzle,Compile,$0,$0,"$160,000","$30,000","$190,000"
373,Quake,N64,1998,Shooter,GT Interactive,"$150,000","$40,000",$0,$0,"$190,000"
374,Quake II,N64,1999,Shooter,Activision,"$240,000","$60,000",$0,$0,"$300,000"
375,Quest 64,N64,1998,Role-Playing,Konami Digital Entertainment,"$380,000","$80,000",$0,"$10,000","$470,000"
376,RR64: Ridge Racer 64,N64,1999,Racing,Nintendo,"$320,000","$70,000",$0,$0,"$400,000"
377,Rally Challenge 2000,N64,1999,Racing,Imagineer,"$30,000","$10,000",$0,$0,"$40,000"
378,Rampage 2: Universal Tour,N64,1999,Action,GT Interactive,"$180,000","$40,000",$0,$0,"$220,000"
379,Rampage World Tour,N64,1998,Action,GT Interactive,"$360,000","$80,000",$0,"$10,000","$450,000"
380,Rat Attack!,N64,2000,Puzzle,Mindscape,"$20,000",$0,$0,$0,"$20,000"
381,Rayman 2: The Great Escape,N64,1999,Platform,Ubisoft,"$400,000","$220,000",$0,"$20,000","$640,000"
382,Re-Volt,N64,1999,Racing,Acclaim Entertainment,"$140,000","$40,000",$0,$0,"$180,000"
383,Ready 2 Rumble Boxing,N64,1999,Sports,Midway Games,"$470,000","$110,000",$0,"$10,000","$590,000"
384,Ready 2 Rumble Boxing: Round 2,N64,2000,Fighting,Midway Games,"$190,000","$50,000",$0,$0,"$240,000"
385,Resident Evil 2,N64,1999,Action,Virgin Interactive,"$390,000","$90,000","$70,000","$10,000","$560,000"
386,Road Rash 64,N64,1999,Racing,THQ,"$190,000","$50,000",$0,$0,"$240,000"
387,Roadsters 99,N64,1999,Racing,Titus,"$60,000","$130,000",$0,"$10,000","$200,000"
388,Robotron 64,N64,1998,Shooter,GT Interactive,"$70,000","$20,000",$0,$0,"$90,000"
389,Rocket: Robot on Wheels,N64,1999,Platform,Ubisoft,"$100,000","$20,000",$0,$0,"$120,000"
390,Rugrats in Paris: The Movie,N64,2000,Action,THQ,"$400,000","$90,000",$0,"$10,000","$500,000"
391,Rugrats: Scavenger Hunt,N64,1999,Misc,THQ,"$410,000","$90,000",$0,"$10,000","$510,000"
392,Rush 2: Extreme Racing USA,N64,1998,Racing,Midway Games,"$350,000","$60,000",$0,$0,"$420,000"
393,S.C.A.R.S,N64,1998,Racing,Ubisoft,"$50,000","$10,000",$0,$0,"$60,000"
394,Saban's Power Rangers: Lightspeed Rescue,N64,2000,Action,THQ,"$290,000","$60,000",$0,$0,"$360,000"
395,Saikyou Habu Shogi,N64,1996,Misc,Seta Corporation,$0,$0,"$60,000","$30,000","$90,000"
396,San Francisco Rush 2049,N64,2000,Racing,Midway Games,"$160,000","$40,000",$0,$0,"$200,000"
397,San Francisco Rush: Extreme Racing,N64,1997,Racing,GT Interactive,"$630,000","$110,000",$0,"$10,000","$750,000"
398,Scooby-Doo! Classic Creep Capers,N64,2000,Action,THQ,"$300,000","$60,000",$0,$0,"$370,000"
399,Sesame Street: Elmo's Letter Adventure,N64,1999,Misc,NewKidCo,"$140,000","$40,000",$0,$0,"$180,000"
400,Sesame Street: Elmo's Number Journey,N64,1999,Misc,NewKidCo,"$150,000","$40,000",$0,$0,"$190,000"
401,Shadow Man,N64,1999,Action,Acclaim Entertainment,"$180,000","$80,000",$0,"$10,000","$270,000"
402,Shadowgate 64: Trials of the Four Towers,N64,1999,Adventure,Kemco,"$60,000","$10,000",$0,$0,"$70,000"
403,Sin and Punishment,N64,2000,Shooter,Nintendo,$0,$0,"$130,000",$0,"$130,000"
404,Snowboard Kids,N64,1996,Sports,Atlus,"$160,000","$40,000",$0,$0,"$200,000"
405,Snowboard Kids 2,N64,1999,Sports,Atlus,"$90,000","$20,000",$0,$0,"$110,000"
406,South Park,N64,1998,Shooter,Acclaim Entertainment,"$900,000","$230,000",$0,"$20,000","$1,140,000"
407,South Park Rally,N64,2000,Racing,Acclaim Entertainment,"$160,000","$40,000",$0,$0,"$200,000"
408,South Park: Chef's Luv Shack,N64,1999,Misc,Acclaim Entertainment,"$190,000","$50,000",$0,$0,"$240,000"
409,Space Invaders,N64,1999,Shooter,Activision,"$130,000","$30,000",$0,$0,"$160,000"
410,Space Station Silicon Valley,N64,1997,Adventure,Take-Two Interactive,"$120,000","$30,000",$0,$0,"$150,000"
411,Spider-Man,N64,2000,Action,Activision,"$430,000","$90,000",$0,"$10,000","$530,000"
412,Star Fox 64,N64,1997,Shooter,Nintendo,"$2,780,000","$580,000","$640,000","$40,000","$4,030,000"
413,Star Soldier: Vanishing Earth,N64,1998,Shooter,Hudson Entertainment,"$50,000","$10,000",$0,$0,"$60,000"
414,Star Wars Episode I Racer,N64,1999,Racing,Nintendo,"$2,310,000","$620,000","$140,000","$40,000","$3,120,000"
415,Star Wars Episode I: Battle for Naboo,N64,2000,Simulation,LucasArts,"$210,000","$50,000",$0,$0,"$260,000"
416,Star Wars: Rogue Squadron,N64,1998,Simulation,Nintendo,"$1,600,000","$460,000","$80,000","$30,000","$2,170,000"
417,Star Wars: Shadows of the Empire,N64,1996,Action,Nintendo,"$2,000,000","$500,000","$120,000","$30,000","$2,650,000"
418,Starcraft 64,N64,2000,Strategy,Nintendo,"$130,000","$30,000",$0,$0,"$160,000"
419,Starshot: Space Circus Fever,N64,1998,Platform,Infogrames,"$20,000","$10,000",$0,$0,"$30,000"
420,Super Bowling,N64,1999,Sports,Athena,"$20,000",$0,$0,$0,"$20,000"
421,Super Mario 64,N64,1996,Platform,Nintendo,"$6,910,000","$2,850,000","$1,910,000","$230,000","$11,890,000"
422,Super Robot Spirits,N64,1998,Fighting,Banpresto,$0,$0,"$40,000","$30,000","$70,000"
423,Super Robot Taisen 64,N64,1999,Strategy,Banpresto,$0,$0,"$200,000",$0,"$200,000"
424,Super Smash Bros.,N64,1999,Fighting,Nintendo,"$2,950,000","$600,000","$1,970,000","$40,000","$5,550,000"
425,Supercross 2000,N64,1999,Racing,Electronic Arts,"$230,000","$60,000",$0,$0,"$290,000"
426,Superman: The New Superman Adventures,N64,1999,Action,Titus,"$330,000","$70,000",$0,$0,"$410,000"
427,Tetrisphere,N64,1997,Puzzle,Nintendo,"$290,000","$60,000",$0,$0,"$360,000"
428,The Legend of Zelda: Majora's Mask,N64,2000,Action,Nintendo,"$1,900,000","$670,000","$730,000","$60,000","$3,360,000"
429,The Legend of Zelda: Ocarina of Time,N64,1998,Action,Nintendo,"$4,100,000","$1,890,000","$1,450,000","$160,000","$7,600,000"
430,The New Tetris,N64,1999,Puzzle,Nintendo,"$220,000","$50,000","$20,000",$0,"$290,000"
431,The Powerpuff Girls: Chemical X-Traction,N64,2001,Action,BAM! Entertainment,"$130,000","$30,000",$0,$0,"$160,000"
432,Tigger's Honey Hunt,N64,2000,Platform,Ubisoft,"$160,000","$40,000",$0,$0,"$200,000"
433,Tom Clancy's Rainbow Six,N64,1999,Shooter,Red Storm Entertainment,"$480,000","$150,000",$0,"$10,000","$640,000"
434,Tom and Jerry in Fists of Furry,N64,2000,Fighting,Ubisoft,"$130,000","$30,000",$0,$0,"$160,000"
435,Tonic Trouble,N64,1999,Platform,Ubisoft,"$90,000","$20,000",$0,$0,"$110,000"
436,Tony Hawk's Pro Skater,N64,2000,Sports,Activision,"$1,680,000","$400,000",$0,"$30,000","$2,110,000"
437,Tony Hawk's Pro Skater 2,N64,2001,Sports,Activision,"$590,000","$160,000",$0,"$10,000","$760,000"
438,Tony Hawk's Pro Skater 3,N64,2002,Sports,Activision,"$60,000","$20,000",$0,$0,"$80,000"
439,Top Gear Hyper-Bike,N64,1999,Racing,Kemco,"$50,000","$10,000",$0,$0,"$60,000"
440,Top Gear Overdrive,N64,1998,Racing,Kemco,"$230,000","$60,000",$0,$0,"$290,000"
441,Top Gear Rally,N64,1997,Racing,Kemco,"$320,000","$70,000",$0,$0,"$400,000"
442,Top Gear Rally 2,N64,1999,Racing,Kemco,"$90,000","$20,000",$0,$0,"$110,000"
443,Toy Story 2: Buzz Lightyear to the Rescue!,N64,1999,Platform,Activision,"$710,000","$200,000",$0,"$10,000","$930,000"
444,Triple Play 2000,N64,1999,Sports,Electronic Arts,"$270,000","$10,000",$0,$0,"$280,000"
445,Turok 2: Seeds of Evil,N64,1997,Platform,Acclaim Entertainment,"$1,370,000","$410,000","$40,000","$40,000","$1,860,000"
446,Turok 3: Shadow of Oblivion,N64,2000,Shooter,Acclaim Entertainment,"$120,000","$50,000",$0,$0,"$170,000"
447,Turok: Dinosaur Hunter,N64,1997,Shooter,Acclaim Entertainment,$0,$0,"$50,000",$0,"$50,000"
448,Turok: Rage Wars,N64,1999,Shooter,Acclaim Entertainment,"$300,000","$60,000",$0,$0,"$370,000"
449,Twisted Edge Extreme Snowboarding,N64,1998,Sports,Kemco,"$160,000","$40,000",$0,$0,"$200,000"
450,V-Rally Edition 99,N64,1998,Racing,Infogrames,"$70,000","$20,000",$0,$0,"$90,000"
451,Vigilante 8,N64,1998,Racing,Activision,"$250,000","$60,000",$0,$0,"$310,000"
452,Vigilante 8: 2nd Offense,N64,2000,Racing,Activision,"$90,000","$20,000",$0,$0,"$110,000"
453,Virtual Chess 64,N64,1998,Misc,Titus,"$50,000","$10,000",$0,$0,"$60,000"
454,Virtual Pool 64,N64,1998,Sports,Crave Entertainment,"$80,000","$20,000",$0,$0,"$100,000"
455,Viz,N64,1998,Racing,Acclaim Entertainment,"$230,000","$60,000",$0,$0,"$290,000"
457,WCW Mayhem,N64,1999,Fighting,Electronic Arts,"$630,000","$150,000",$0,"$10,000","$790,000"
458,WCW Nitro,N64,1998,Fighting,THQ,"$170,000","$40,000",$0,$0,"$210,000"
459,WCW vs. nWo: World Tour,N64,1997,Fighting,THQ,"$1,370,000","$280,000","$30,000","$20,000","$1,690,000"
460,WCW/nWo Revenge,N64,1998,Fighting,THQ,"$1,940,000","$390,000","$30,000","$20,000","$2,380,000"
461,WWF Attitude,N64,1999,Fighting,Acclaim Entertainment,"$570,000","$130,000",$0,"$10,000","$710,000"
462,WWF No Mercy,N64,2000,Fighting,THQ,"$1,200,000","$270,000","$20,000","$20,000","$1,500,000"
463,WWF War Zone,N64,1998,Fighting,Acclaim Entertainment,"$1,080,000","$240,000",$0,"$20,000","$1,330,000"
464,WWF WrestleMania 2000,N64,1999,Fighting,THQ,"$1,200,000","$250,000","$20,000","$20,000","$1,480,000"
465,War Gods,N64,1997,Fighting,Midway Games,"$230,000","$60,000",$0,$0,"$290,000"
466,Wave Race 64,N64,1996,Racing,Nintendo,"$1,980,000","$580,000","$340,000","$40,000","$2,940,000"
467,Wayne Gretzky's 3D Hockey,N64,1996,Sports,Nintendo,"$490,000","$30,000",$0,$0,"$530,000"
468,Wayne Gretzky's 3D Hockey '98,N64,1997,Sports,Midway Games,"$230,000","$20,000",$0,$0,"$250,000"
469,Wetrix,N64,1998,Puzzle,Ocean,"$60,000","$20,000",$0,$0,"$80,000"
470,Wheel of Fortune,N64,1997,Misc,Take-Two Interactive,"$200,000","$50,000",$0,$0,"$250,000"
471,WinBack: Covert Operations,N64,1999,Shooter,Virgin Interactive,"$170,000","$40,000",$0,$0,"$210,000"
472,WipEout 64,N64,1998,Racing,Midway Games,"$280,000","$140,000",$0,"$10,000","$430,000"
473,Wonder Project J2: Koruro no Mori no Josette,N64,1996,Simulation,Enix Corporation,$0,$0,"$120,000","$40,000","$160,000"
474,World Cup 98,N64,1998,Sports,Electronic Arts,"$140,000","$400,000",$0,"$40,000","$580,000"
475,World Driver Championship,N64,1999,Racing,Midway Games,"$140,000","$30,000",$0,$0,"$170,000"
476,Worms Armageddon,N64,1999,Strategy,Infogrames,"$30,000","$10,000",$0,$0,"$40,000"
477,Xena: Warrior Princess - The Talisman of Fate,N64,1999,Fighting,Titus,"$230,000","$60,000",$0,$0,"$290,000"
478,Yoshi's Story,N64,1997,Platform,Nintendo,"$1,290,000","$530,000","$980,000","$50,000","$2,850,000"
479,1942,NES,1985,Shooter,Capcom,"$650,000","$140,000","$210,000",$0,"$1,000,000"
480,4 Nin uchi Mahjong,NES,1984,Misc,Nintendo,$0,$0,"$1,450,000",$0,"$1,450,000"
481,Adventure Island,NES,1986,Platform,Hudson Soft,$0,$0,"$1,050,000",$0,"$1,050,000"
482,Adventures of Lolo,NES,1989,Puzzle,HAL Laboratory,"$60,000",$0,$0,$0,"$60,000"
483,Balloon Fight,NES,1985,Platform,Nintendo,"$390,000","$90,000","$430,000","$10,000","$920,000"
484,Baseball,NES,1983,Sports,Nintendo,"$730,000","$100,000","$2,350,000","$20,000","$3,200,000"
485,Bomberman,NES,1985,Puzzle,Hudson Soft,"$180,000",$0,"$850,000",$0,"$1,030,000"
486,Bomberman II,NES,1991,Puzzle,Hudson Soft,"$160,000","$30,000","$150,000","$100,000","$440,000"
487,Castlevania,NES,1986,Platform,Konami Digital Entertainment,"$540,000","$60,000","$620,000","$10,000","$1,230,000"
488,Castlevania II: Simon's Quest,NES,1987,Platform,Konami Digital Entertainment,"$450,000","$60,000","$420,000",$0,"$930,000"
489,Castlevania III: Dracula's Curse,NES,1989,Platform,Konami Digital Entertainment,"$400,000","$70,000","$370,000","$10,000","$850,000"
490,Clu Clu Land,NES,1984,Puzzle,Nintendo,"$420,000","$100,000","$280,000","$20,000","$820,000"
491,Commando,NES,1986,Action,Capcom,"$710,000","$160,000","$250,000","$30,000","$1,140,000"
492,Dig Dug,NES,1985,Puzzle,Namco Bandai Games,$0,$0,"$410,000",$0,"$410,000"
493,Disney's Chip 'n Dale: Rescue Rangers,NES,1990,Platform,Capcom,"$680,000","$140,000","$350,000","$20,000","$1,190,000"
494,Disney's DuckTales,NES,1989,Platform,Capcom,"$910,000","$300,000","$420,000","$40,000","$1,670,000"
495,Donkey Kong,NES,1983,Platform,Nintendo,"$230,000","$50,000","$840,000","$10,000","$1,130,000"
